student_code,university_code,company_code,role_title,channel_name,date_key,is_placed,ctc_lpa,interview_rounds,offers_received,days_to_offer
STU000353,UNI013,CMP047,Frontend Engineer,Job Portal,20221115,1,18.83,5,1,54.0
STU000354,UNI028,CMP015,Design Engineer,Recruitment Agency,20230315,1,12.58,1,1,36.0
STU000355,UNI021,CMP052,Data Scientist,Direct Application,20220915,1,35.31,3,1,13.0
STU000356,UNI025,CMP065,Product Analyst,Recruitment Agency,20230115,1,7.96,5,1,42.0
STU000357,UNI008,CMP024,Consultant,Job Portal,20230215,1,19.62,2,2,16.0
STU000358,UNI021,CMP056,Data Analyst,Referral,20230215,1,42.93,5,1,22.0
STU000359,UNI027,CMP064,Backend Engineer,Job Portal,20220915,1,16.15,3,1,17.0
STU000360,UNI021,CMP016,ML Engineer,Recruitment Agency,20221015,1,29.95,2,1,63.0
STU000361,UNI005,CMP048,Financial Analyst,Referral,20221015,1,26.44,5,1,93.0
STU000362,UNI019,CMP013,Software Engineer,Referral,20230215,1,52.67,4,1,61.0
STU000363,UNI018,CMP017,Cloud Engineer,On-Campus,20221215,1,19.15,3,2,7.0
STU000364,UNI011,CMP080,ML Engineer,Referral,20221015,1,12.59,4,1,67.0
STU000365,UNI020,,,Recruitment Agency,20230215,0,,0,0,
STU000366,UNI002,,,Job Portal,20221215,0,,2,0,
STU000367,UNI015,CMP001,QA Engineer,Recruitment Agency,20220815,1,14.04,2,1,20.0
STU000368,UNI006,CMP079,QA Engineer,Referral,20230115,1,24.1,1,1,55.0
STU000369,UNI022,CMP074,Data Scientist,Recruitment Agency,20220915,1,20.59,3,1,93.0
STU000370,UNI019,,,Job Portal,20221115,0,,1,0,
STU000371,UNI011,CMP033,Software Engineer,Direct Application,20230315,1,17.81,4,1,9.0
STU000372,UNI027,,,Direct Application,20221115,0,,0,0,
STU000373,UNI013,,,Recruitment Agency,20230415,0,,0,0,
STU000374,UNI013,CMP036,Backend Engineer,Recruitment Agency,20230115,1,19.3,2,1,49.0
STU000375,UNI011,,,Direct Application,20221015,0,,0,0,
STU000376,UNI017,,,On-Campus,20230415,0,,2,0,
STU000377,UNI009,CMP043,Consultant,On-Campus,20220815,1,17.36,3,1,51.0
STU000378,UNI011,CMP060,Frontend Engineer,Direct Application,20230115,1,7.32,1,1,17.0
STU000379,UNI026,CMP014,Systems Engineer,Recruitment Agency,20230115,1,13.08,5,1,94.0
STU000380,UNI008,,,Recruitment Agency,20220815,0,,0,0,
STU000381,UNI003,CMP020,ML Engineer,Recruitment Agency,20230415,1,53.68,1,1,11.0
STU000382,UNI001,,,Referral,20221115,0,,1,0,
STU000383,UNI019,CMP073,Data Analyst,Referral,20220915,1,36.25,3,1,10.0
STU000384,UNI025,,,Direct Application,20221115,0,,0,0,
STU000385,UNI018,,,Recruitment Agency,20221015,0,,0,0,
STU000386,UNI015,CMP075,Systems Engineer,Job Portal,20221115,1,23.52,1,1,22.0
STU000387,UNI024,,,Recruitment Agency,20221215,0,,2,0,
STU000388,UNI023,CMP050,Cloud Engineer,Job Portal,20220815,1,10.23,2,1,44.0
STU000389,UNI030,,,Referral,20220815,0,,1,0,
STU000390,UNI023,CMP049,Data Analyst,On-Campus,20230415,1,20.74,4,1,65.0
STU000391,UNI009,CMP031,Backend Engineer,Recruitment Agency,20230315,1,10.48,4,1,75.0
STU000392,UNI028,CMP068,Frontend Engineer,Referral,20230315,1,22.6,5,2,59.0
STU000393,UNI018,CMP065,Systems Engineer,On-Campus,20220915,1,7.81,4,1,79.0
STU000394,UNI030,CMP042,Systems Engineer,Referral,20221015,1,16.05,2,1,73.0
STU000395,UNI007,CMP027,Software Engineer,Job Portal,20220915,1,28.1,5,2,88.0
STU000396,UNI028,CMP065,Financial Analyst,On-Campus,20230115,1,9.76,3,1,13.0
STU000397,UNI004,CMP059,Consultant,Job Portal,20221015,1,17.8,3,1,8.0
STU000398,UNI020,CMP026,QA Engineer,On-Campus,20220815,1,19.27,4,1,60.0
STU000399,UNI029,CMP080,Cloud Engineer,Referral,20230115,1,17.96,4,2,43.0
STU000400,UNI019,CMP078,Data Scientist,Referral,20230415,1,29.33,3,2,38.0
STU000401,UNI001,,,Job Portal,20230215,0,,0,0,
STU000402,UNI011,CMP020,Data Analyst,Direct Application,20221015,1,17.01,3,2,81.0
STU000403,UNI025,CMP001,Backend Engineer,Referral,20230215,1,17.07,5,1,12.0
STU000404,UNI010,,,On-Campus,20221015,0,,0,0,
STU000405,UNI008,,,Direct Application,20230415,0,,2,0,
STU000406,UNI005,CMP001,Backend Engineer,Recruitment Agency,20221215,1,18.99,5,1,59.0
STU000407,UNI010,CMP050,Business Analyst,Recruitment Agency,20230415,1,5.98,1,1,57.0
STU000408,UNI016,,,Job Portal,20220815,0,,0,0,
STU000409,UNI015,CMP051,Operations Associate,Job Portal,20221115,1,22.94,2,1,34.0
STU000410,UNI017,CMP025,Data Analyst,Recruitment Agency,20230115,1,15.75,1,1,69.0
STU000411,UNI015,,,Job Portal,20230315,0,,0,0,
STU000412,UNI024,CMP029,ML Engineer,On-Campus,20220915,1,10.36,3,1,8.0
STU000413,UNI009,,,On-Campus,20230215,0,,2,0,
STU000414,UNI030,CMP047,Data Scientist,Direct Application,20230415,1,41.35,5,1,74.0
STU000415,UNI004,CMP047,Operations Associate,Job Portal,20230315,1,12.14,5,2,75.0
STU000416,UNI002,CMP042,QA Engineer,Direct Application,20230215,1,6.81,5,2,75.0
STU000417,UNI027,,,Recruitment Agency,20220915,0,,2,0,
STU000418,UNI023,CMP020,Systems Engineer,Direct Application,20230215,1,13.79,4,1,89.0
STU000419,UNI029,CMP026,Financial Analyst,Referral,20230215,1,24.85,1,2,37.0
STU000420,UNI028,,,Job Portal,20230315,0,,2,0,
STU000421,UNI005,CMP030,Systems Engineer,Referral,20220815,1,31.55,1,2,73.0
STU000422,UNI025,,,On-Campus,20230115,0,,1,0,
STU000423,UNI020,,,Recruitment Agency,20230115,0,,2,0,
STU000424,UNI022,,,Direct Application,20221215,0,,2,0,
STU000425,UNI015,,,Recruitment Agency,20221015,0,,2,0,
STU000426,UNI015,CMP064,ML Engineer,On-Campus,20221215,1,32.21,5,1,48.0
STU000427,UNI003,,,Referral,20230215,0,,2,0,
STU000428,UNI027,CMP004,Financial Analyst,On-Campus,20221115,1,6.6,2,1,79.0
STU000429,UNI015,CMP014,Backend Engineer,On-Campus,20220815,1,16.46,3,1,76.0
STU000430,UNI022,CMP010,Design Engineer,Job Portal,20220915,1,6.68,3,2,68.0
STU000431,UNI005,CMP011,Systems Engineer,Recruitment Agency,20230215,1,13.26,3,2,47.0
STU000432,UNI022,,,Recruitment Agency,20230115,0,,2,0,
STU000433,UNI008,CMP020,Consultant,Direct Application,20220815,1,18.22,3,2,30.0
STU000434,UNI006,CMP004,Product Analyst,Recruitment Agency,20230315,1,8.4,5,1,50.0
STU000435,UNI005,,,Recruitment Agency,20221015,0,,1,0,
STU000436,UNI012,CMP013,Software Engineer,Job Portal,20230315,1,25.96,3,1,40.0
STU000437,UNI017,CMP008,ML Engineer,Recruitment Agency,20230415,1,30.14,3,1,61.0
STU000438,UNI020,CMP051,Consultant,Direct Application,20220915,1,32.91,4,4,84.0
STU000439,UNI004,CMP004,Business Analyst,Job Portal,20230415,1,8.8,1,1,79.0
STU000440,UNI013,,,Recruitment Agency,20221215,0,,1,0,
STU000441,UNI003,CMP030,Software Engineer,On-Campus,20230315,1,30.73,1,1,91.0
STU000442,UNI027,CMP003,Frontend Engineer,Referral,20230415,1,8.41,5,2,22.0
STU000443,UNI001,CMP003,Systems Engineer,Job Portal,20221215,1,6.47,1,1,40.0
STU000444,UNI005,,,Recruitment Agency,20221115,0,,0,0,
STU000445,UNI004,CMP006,Cloud Engineer,Job Portal,20221015,1,20.29,2,1,22.0
STU000446,UNI011,CMP023,Data Scientist,On-Campus,20220815,1,21.89,1,1,46.0
STU000447,UNI021,,,On-Campus,20230215,0,,0,0,
STU000448,UNI023,CMP017,Backend Engineer,On-Campus,20221115,1,21.36,3,2,63.0
STU000449,UNI019,CMP063,Business Analyst,Referral,20221115,1,28.29,5,1,41.0
STU000450,UNI025,,,On-Campus,20221015,0,,0,0,
STU000451,UNI026,CMP079,Business Analyst,On-Campus,20221115,1,33.56,5,1,19.0
STU000452,UNI026,CMP028,Systems Engineer,Direct Application,20221015,1,33.87,1,1,82.0
STU000453,UNI015,CMP036,ML Engineer,Direct Application,20221215,1,37.39,1,2,44.0
STU000454,UNI002,CMP014,QA Engineer,Recruitment Agency,20230415,1,6.78,2,1,79.0
STU000455,UNI004,,,Job Portal,20230215,0,,1,0,
STU000456,UNI012,CMP050,Consultant,On-Campus,20220815,1,7.16,1,1,47.0
STU000457,UNI003,,,Direct Application,20221215,0,,2,0,
STU000458,UNI028,CMP062,Data Scientist,On-Campus,20230315,1,11.41,5,1,13.0
STU000459,UNI021,CMP012,Systems Engineer,Referral,20230315,1,13.57,3,1,71.0
STU000460,UNI026,CMP037,Business Analyst,Recruitment Agency,20230115,1,12.04,5,1,56.0
STU000461,UNI011,CMP071,Financial Analyst,On-Campus,20230315,1,15.51,5,1,80.0
STU000462,UNI015,CMP019,Data Analyst,Direct Application,20230315,1,29.87,3,1,63.0
STU000463,UNI007,CMP035,Cloud Engineer,Job Portal,20230215,1,31.07,1,1,93.0
STU000464,UNI010,,,Job Portal,20220915,0,,2,0,
STU000465,UNI005,CMP037,Financial Analyst,On-Campus,20230215,1,12.81,2,1,88.0
STU000466,UNI005,,,On-Campus,20221115,0,,1,0,
STU000467,UNI024,CMP048,Business Analyst,On-Campus,20221215,1,22.09,1,2,72.0
STU000468,UNI015,CMP001,Systems Engineer,On-Campus,20220915,1,10.98,4,2,15.0
STU000469,UNI022,,,Referral,20221115,0,,0,0,
STU000470,UNI026,CMP010,Software Engineer,Direct Application,20230115,1,25.62,5,2,83.0
STU000471,UNI024,,,Direct Application,20221115,0,,0,0,
STU000472,UNI020,CMP030,Data Analyst,Direct Application,20220915,1,24.23,4,1,58.0
STU000473,UNI027,,,Recruitment Agency,20230115,0,,2,0,
STU000474,UNI028,CMP028,Frontend Engineer,Referral,20220815,1,17.65,3,1,46.0
STU000475,UNI016,CMP074,Systems Engineer,On-Campus,20220915,1,17.96,1,2,80.0
STU000476,UNI028,CMP037,Product Analyst,On-Campus,20220915,1,6.12,4,1,61.0
STU000477,UNI023,,,Referral,20230115,0,,0,0,
STU000478,UNI014,,,Recruitment Agency,20221015,0,,0,0,
STU000479,UNI011,CMP056,Business Analyst,Referral,20230215,1,15.78,1,1,41.0
STU000480,UNI017,,,On-Campus,20220815,0,,0,0,
STU000481,UNI017,,,On-Campus,20230215,0,,0,0,
STU000482,UNI010,CMP035,Financial Analyst,Direct Application,20220815,1,18.94,4,1,66.0
STU000483,UNI019,CMP064,Software Engineer,Direct Application,20221015,1,30.85,1,1,13.0
STU000484,UNI009,CMP042,Operations Associate,Direct Application,20221015,1,7.37,5,2,81.0
STU000485,UNI029,CMP026,Financial Analyst,Recruitment Agency,20221015,1,18.64,1,1,85.0
STU000486,UNI015,CMP039,Consultant,Direct Application,20221215,1,17.94,3,1,17.0
STU000487,UNI015,CMP040,Business Analyst,Job Portal,20230415,1,20.97,1,2,62.0
STU000488,UNI002,CMP031,ML Engineer,Direct Application,20220815,1,10.5,1,1,57.0
STU000489,UNI020,CMP074,Consultant,Job Portal,20220815,1,27.71,4,1,91.0
STU000490,UNI003,CMP003,Cloud Engineer,On-Campus,20230215,1,22.99,5,1,30.0
STU000491,UNI018,,,On-Campus,20230315,0,,0,0,
STU000492,UNI012,CMP005,Consultant,On-Campus,20221215,1,18.45,2,1,14.0
STU000493,UNI016,CMP053,Consultant,Referral,20221115,1,9.63,4,1,49.0
STU000494,UNI013,,,Referral,20230215,0,,2,0,
STU000495,UNI013,,,Recruitment Agency,20221115,0,,0,0,
STU000496,UNI024,CMP003,Cloud Engineer,On-Campus,20221215,1,15.75,1,1,29.0
STU000497,UNI024,,,Referral,20230115,0,,2,0,
STU000498,UNI022,CMP047,Data Analyst,Recruitment Agency,20220815,1,17.59,5,1,77.0
STU000499,UNI008,CMP038,Product Analyst,Direct Application,20230415,1,10.16,2,1,35.0
STU000500,UNI014,CMP078,Software Engineer,Direct Application,20221015,1,13.44,4,1,73.0
STU000501,UNI007,CMP063,Product Analyst,Direct Application,20230115,1,15.33,4,1,27.0
STU000502,UNI019,CMP057,Consultant,Direct Application,20221115,1,39.87,4,2,11.0
STU000503,UNI030,,,Recruitment Agency,20230115,0,,2,0,
STU000504,UNI017,CMP062,Cloud Engineer,Job Portal,20221215,1,10.73,4,1,30.0
STU000505,UNI009,,,Job Portal,20221115,0,,1,0,
STU000506,UNI021,,,Job Portal,20230415,0,,1,0,
STU000507,UNI022,,,Direct Application,20220815,0,,2,0,
STU000508,UNI019,CMP065,Software Engineer,Direct Application,20221015,1,18.3,1,1,75.0
STU000509,UNI024,,,Job Portal,20230215,0,,1,0,
STU000510,UNI018,CMP044,Backend Engineer,On-Campus,20220815,1,30.47,5,3,88.0
STU000511,UNI015,CMP049,Data Analyst,Recruitment Agency,20230115,1,26.85,2,3,42.0
STU000512,UNI003,CMP079,Design Engineer,Referral,20221015,1,36.52,2,2,45.0
STU000513,UNI006,,,On-Campus,20221215,0,,2,0,
STU000514,UNI011,,,Recruitment Agency,20221115,0,,1,0,
STU000515,UNI025,,,Direct Application,20230315,0,,0,0,
STU000516,UNI029,CMP046,Consultant,Recruitment Agency,20230215,1,23.25,5,1,29.0
STU000517,UNI025,CMP012,Operations Associate,On-Campus,20221115,1,14.24,2,1,64.0
STU000518,UNI023,CMP037,QA Engineer,On-Campus,20230315,1,6.75,2,1,69.0
STU000519,UNI025,,,Job Portal,20220915,0,,1,0,
STU000520,UNI011,,,On-Campus,20230215,0,,2,0,
STU000521,UNI025,CMP014,Consultant,On-Campus,20220915,1,12.73,4,1,22.0
STU000522,UNI016,,,On-Campus,20220815,0,,2,0,
STU000523,UNI028,CMP080,Data Analyst,Referral,20221115,1,12.91,2,2,61.0
STU000524,UNI004,,,Referral,20221115,0,,2,0,
STU000525,UNI019,CMP063,Design Engineer,Job Portal,20230415,1,20.11,2,1,25.0
STU000526,UNI014,CMP016,Cloud Engineer,Job Portal,20230315,1,26.09,5,1,49.0
STU000527,UNI012,,,Recruitment Agency,20230315,0,,0,0,
STU000528,UNI027,,,Job Portal,20221215,0,,2,0,
STU000529,UNI017,,,Referral,20220815,0,,2,0,
STU000530,UNI017,CMP022,QA Engineer,Referral,20230115,1,25.06,5,1,48.0
STU000531,UNI023,,,On-Campus,20230415,0,,2,0,
STU000532,UNI004,,,On-Campus,20230315,0,,1,0,
STU000533,UNI030,,,Referral,20221215,0,,2,0,
STU000534,UNI015,CMP045,Data Scientist,Recruitment Agency,20220915,1,53.91,3,2,65.0
STU000535,UNI010,,,Direct Application,20230215,0,,1,0,
STU000536,UNI013,CMP075,Operations Associate,Job Portal,20221115,1,13.91,4,1,62.0
STU000537,UNI027,CMP007,Software Engineer,Recruitment Agency,20221215,1,18.66,1,1,36.0
STU000538,UNI020,CMP067,Cloud Engineer,Job Portal,20220915,1,42.93,5,1,65.0
STU000539,UNI005,,,Job Portal,20221115,0,,0,0,
STU000540,UNI002,CMP017,Software Engineer,Job Portal,20220815,1,14.84,2,1,60.0
STU000541,UNI030,CMP002,Design Engineer,Recruitment Agency,20221215,1,12.97,3,3,17.0
STU000542,UNI027,,,On-Campus,20221015,0,,1,0,
STU000543,UNI006,,,Direct Application,20230315,0,,1,0,
STU000544,UNI005,,,On-Campus,20221115,0,,2,0,
STU000545,UNI023,CMP048,Product Analyst,Recruitment Agency,20230115,1,16.87,3,1,51.0
STU000546,UNI022,,,On-Campus,20230115,0,,1,0,
STU000547,UNI029,,,Referral,20230115,0,,1,0,
STU000548,UNI011,CMP073,Product Analyst,Job Portal,20221115,1,16.39,1,1,8.0
STU000549,UNI006,CMP058,Product Analyst,On-Campus,20230415,1,26.08,4,1,38.0
STU000550,UNI029,,,Recruitment Agency,20221215,0,,1,0,
STU000551,UNI022,CMP029,Software Engineer,Job Portal,20221215,1,7.19,4,1,16.0
STU000552,UNI023,,,Referral,20220815,0,,0,0,
STU000553,UNI007,CMP043,Data Scientist,Direct Application,20221215,1,20.88,4,1,26.0
STU000554,UNI020,,,Direct Application,20220815,0,,0,0,
STU000555,UNI004,,,Job Portal,20221115,0,,2,0,
STU000556,UNI004,,,Direct Application,20230115,0,,0,0,
STU000557,UNI022,CMP031,Software Engineer,Referral,20230415,1,12.14,1,2,78.0
STU000558,UNI007,,,Direct Application,20220815,0,,2,0,
STU000559,UNI002,CMP072,Business Analyst,Job Portal,20230315,1,10.27,2,2,72.0
STU000560,UNI014,CMP068,Product Analyst,On-Campus,20221115,1,15.63,3,2,39.0
STU000561,UNI003,CMP031,Design Engineer,Direct Application,20221115,1,10.85,2,1,74.0
STU000562,UNI007,CMP056,Design Engineer,Recruitment Agency,20221115,1,23.88,1,2,77.0
STU000563,UNI029,,,Job Portal,20230415,0,,1,0,
STU000564,UNI030,,,Recruitment Agency,20230315,0,,1,0,
STU000565,UNI012,,,Direct Application,20221015,0,,0,0,
STU000566,UNI010,,,On-Campus,20221215,0,,0,0,
STU000567,UNI013,CMP063,Systems Engineer,Job Portal,20221115,1,17.42,3,1,45.0
STU000568,UNI013,CMP022,Operations Associate,Direct Application,20221115,1,15.5,3,1,71.0
STU000569,UNI001,,,On-Campus,20220915,0,,2,0,
STU000570,UNI021,CMP073,Consultant,Job Portal,20220915,1,20.49,4,2,31.0
STU000571,UNI015,CMP008,Cloud Engineer,On-Campus,20221015,1,34.5,3,2,69.0
STU000572,UNI003,,,Referral,20221115,0,,2,0,
STU000573,UNI026,,,Direct Application,20220915,0,,0,0,
STU000574,UNI023,CMP056,Product Analyst,Direct Application,20220915,1,24.47,2,1,76.0
STU000575,UNI004,,,Job Portal,20221115,0,,1,0,
STU000576,UNI011,,,Direct Application,20221015,0,,1,0,
STU000577,UNI007,,,Recruitment Agency,20221115,0,,0,0,
STU000578,UNI013,CMP071,Business Analyst,Recruitment Agency,20230415,1,15.05,3,1,25.0
STU000579,UNI002,,,Job Portal,20221015,0,,0,0,
STU000580,UNI009,CMP060,Cloud Engineer,Direct Application,20220815,1,15.62,5,1,29.0
STU000581,UNI026,,,Job Portal,20220915,0,,0,0,
STU000582,UNI014,CMP057,Product Analyst,Referral,20221015,1,28.05,1,1,13.0
STU000583,UNI023,,,Recruitment Agency,20230415,0,,1,0,
STU000584,UNI006,CMP035,Operations Associate,Direct Application,20230415,1,17.48,5,2,13.0
STU000585,UNI026,CMP063,Backend Engineer,Referral,20230215,1,33.79,1,2,71.0
STU000586,UNI028,CMP049,QA Engineer,Recruitment Agency,20230115,1,15.47,4,1,19.0
STU000587,UNI025,CMP058,Software Engineer,Referral,20230115,1,28.22,4,1,67.0
STU000588,UNI012,,,Recruitment Agency,20220915,0,,2,0,
STU000589,UNI020,CMP028,Frontend Engineer,Referral,20230315,1,43.64,3,1,77.0
STU000590,UNI024,,,On-Campus,20230115,0,,0,0,
STU000591,UNI021,,,On-Campus,20230215,0,,1,0,
STU000592,UNI006,,,Recruitment Agency,20221215,0,,0,0,
STU000593,UNI029,CMP070,Cloud Engineer,Job Portal,20230215,1,27.6,3,2,88.0
STU000594,UNI024,,,Recruitment Agency,20230415,0,,2,0,
STU000595,UNI023,,,Direct Application,20220815,0,,1,0,
STU000596,UNI005,CMP011,Data Analyst,Job Portal,20230315,1,15.17,3,1,93.0
STU000597,UNI020,,,Recruitment Agency,20230115,0,,2,0,
STU000598,UNI029,,,Recruitment Agency,20220815,0,,1,0,
STU000599,UNI002,CMP037,Cloud Engineer,Referral,20230415,1,8.4,4,1,38.0
STU000600,UNI019,CMP064,ML Engineer,Direct Application,20220915,1,31.18,2,1,89.0
STU000601,UNI029,,,Direct Application,20221115,0,,0,0,
STU000602,UNI025,CMP014,Data Scientist,On-Campus,20220815,1,12.57,2,1,19.0
STU000603,UNI025,,,On-Campus,20221015,0,,2,0,
STU000604,UNI008,CMP025,Data Analyst,Recruitment Agency,20221115,1,21.78,2,1,23.0
STU000605,UNI017,CMP077,Cloud Engineer,Recruitment Agency,20221215,1,29.58,3,2,62.0
STU000606,UNI028,CMP002,Frontend Engineer,Direct Application,20221015,1,7.05,1,1,92.0
STU000607,UNI023,CMP065,Design Engineer,Recruitment Agency,20230315,1,7.82,1,1,21.0
STU000608,UNI001,,,Recruitment Agency,20230415,0,,0,0,
STU000609,UNI004,,,Direct Application,20220915,0,,2,0,
STU000610,UNI009,CMP032,Backend Engineer,Direct Application,20221215,1,20.99,4,1,28.0
STU000611,UNI020,CMP047,Design Engineer,Recruitment Agency,20230315,1,39.35,5,2,65.0
STU000612,UNI012,CMP032,Backend Engineer,Job Portal,20221115,1,29.95,4,1,7.0
STU000613,UNI014,CMP032,Design Engineer,Job Portal,20220915,1,18.81,4,1,39.0
STU000614,UNI004,CMP029,Operations Associate,On-Campus,20221015,1,7.7,5,1,75.0
STU000615,UNI029,CMP008,Financial Analyst,Recruitment Agency,20230315,1,28.96,1,1,25.0
STU000616,UNI017,CMP001,Software Engineer,Referral,20230115,1,11.9,5,1,43.0
STU000617,UNI027,,,Job Portal,20221115,0,,2,0,
STU000618,UNI004,CMP021,Financial Analyst,Job Portal,20221215,1,9.92,3,1,80.0
STU000619,UNI010,,,Job Portal,20221115,0,,0,0,
STU000620,UNI014,,,Recruitment Agency,20221215,0,,2,0,
STU000621,UNI024,CMP024,Systems Engineer,Recruitment Agency,20230415,1,17.08,5,2,12.0
STU000622,UNI003,,,On-Campus,20221115,0,,1,0,
STU000623,UNI008,,,Job Portal,20230315,0,,1,0,
STU000624,UNI024,CMP038,Business Analyst,Recruitment Agency,20230215,1,10.34,5,1,30.0
STU000625,UNI030,,,Job Portal,20230115,0,,1,0,
STU000626,UNI020,CMP061,ML Engineer,On-Campus,20221115,1,32.64,3,2,12.0
STU000627,UNI009,,,Direct Application,20230215,0,,2,0,
STU000628,UNI016,CMP001,Operations Associate,Referral,20220915,1,8.01,4,1,37.0
STU000629,UNI009,CMP024,Design Engineer,Referral,20221015,1,25.91,2,2,38.0
STU000630,UNI005,CMP073,Frontend Engineer,Recruitment Agency,20221015,1,35.06,5,1,92.0
STU000631,UNI030,,,Referral,20221115,0,,1,0,
STU000632,UNI011,,,Recruitment Agency,20221215,0,,0,0,
STU000633,UNI028,CMP054,Operations Associate,On-Campus,20221015,1,10.35,3,1,66.0
STU000634,UNI001,CMP043,QA Engineer,On-Campus,20221115,1,16.25,2,1,26.0
STU000635,UNI003,CMP017,Data Scientist,On-Campus,20221115,1,39.08,5,1,29.0
STU000636,UNI005,CMP067,Frontend Engineer,Direct Application,20230115,1,36.39,4,2,79.0
STU000637,UNI026,CMP060,ML Engineer,Job Portal,20220815,1,24.15,3,1,25.0
STU000638,UNI010,CMP076,QA Engineer,Referral,20230115,1,9.17,5,1,94.0
STU000639,UNI011,,,Job Portal,20230215,0,,0,0,
STU000640,UNI003,CMP066,Cloud Engineer,Job Portal,20230215,1,25.35,4,2,21.0
STU000641,UNI001,,,Recruitment Agency,20220815,0,,0,0,
STU000642,UNI005,CMP028,Product Analyst,Referral,20221215,1,27.08,3,1,41.0
STU000643,UNI024,CMP037,QA Engineer,Job Portal,20220815,1,6.59,3,1,90.0
STU000644,UNI011,,,Direct Application,20230215,0,,2,0,
STU000645,UNI011,CMP059,Business Analyst,Recruitment Agency,20220915,1,16.34,4,2,84.0
STU000646,UNI008,CMP013,Financial Analyst,Direct Application,20230115,1,16.51,2,1,50.0
STU000647,UNI023,,,Referral,20230315,0,,1,0,
STU000648,UNI005,CMP069,QA Engineer,Referral,20230115,1,13.89,5,1,33.0
STU000649,UNI013,CMP003,Cloud Engineer,Referral,20230315,1,10.91,5,2,52.0
STU000650,UNI026,,,On-Campus,20221115,0,,2,0,
STU000651,UNI027,,,Recruitment Agency,20230415,0,,1,0,
STU000652,UNI003,,,Referral,20230215,0,,0,0,
STU000653,UNI006,CMP062,Cloud Engineer,On-Campus,20230115,1,9.42,5,1,33.0
STU000654,UNI027,,,Recruitment Agency,20221115,0,,0,0,
STU000655,UNI003,,,Job Portal,20230115,0,,0,0,
STU000656,UNI001,,,On-Campus,20230215,0,,0,0,
STU000657,UNI029,,,Recruitment Agency,20230315,0,,2,0,
STU000658,UNI016,CMP020,Consultant,Recruitment Agency,20230115,1,22.74,5,2,42.0
STU000659,UNI003,CMP063,Business Analyst,Referral,20221215,1,33.14,2,1,61.0
STU000660,UNI015,CMP043,Design Engineer,Direct Application,20230115,1,30.36,5,1,30.0
STU000661,UNI023,CMP024,Software Engineer,Recruitment Agency,20221015,1,18.53,3,1,28.0
STU000662,UNI030,CMP074,Cloud Engineer,Recruitment Agency,20230215,1,45.51,1,1,87.0
STU000663,UNI022,,,Recruitment Agency,20230415,0,,2,0,
STU000664,UNI016,CMP030,Software Engineer,Direct Application,20230315,1,13.69,1,2,50.0
STU000665,UNI015,CMP036,QA Engineer,On-Campus,20230215,1,28.32,2,3,94.0
STU000666,UNI019,CMP051,Backend Engineer,Referral,20230215,1,35.8,2,2,84.0
STU000667,UNI011,CMP038,Data Analyst,Recruitment Agency,20230115,1,6.36,3,2,31.0
STU000668,UNI026,,,Job Portal,20230315,0,,1,0,
STU000669,UNI015,CMP052,Data Analyst,Referral,20230115,1,30.79,2,2,88.0
STU000670,UNI011,CMP022,Consultant,Job Portal,20221215,1,20.39,1,1,41.0
STU000671,UNI006,,,Direct Application,20230415,0,,2,0,
STU000672,UNI011,CMP038,Software Engineer,Job Portal,20230315,1,8.97,2,1,91.0
STU000673,UNI024,CMP017,Financial Analyst,Recruitment Agency,20221015,1,16.8,1,1,16.0
