student_code,gender,degree,major,cgpa_band,prior_internship
STU000577,Male,MCA,Computer Applications,<7,False
STU000578,Female,MBA,Marketing,7-8,True
STU000579,Male,MBA,Finance,8-9,False
STU000580,Male,B.Tech,Mechanical,8-9,False
STU000581,Female,B.Tech,Electronics,<7,False
STU000582,Male,B.Tech,Computer Science,8-9,True
STU000583,Male,MCA,Computer Applications,7-8,True
STU000584,Male,M.Tech,Data Science,8-9,False
STU000585,Male,B.Tech,Computer Science,7-8,False
STU000586,Female,B.Tech,Electronics,7-8,False
STU000587,Male,MBA,Marketing,8-9,True
STU000588,Female,B.Tech,Civil,9+,False
STU000589,Male,M.Tech,VLSI,8-9,False
STU000590,Female,B.Tech,Mechanical,7-8,False
STU000591,Female,B.Tech,Information Technology,<7,True
STU000592,Male,MBA,Finance,9+,True
STU000593,Male,MCA,Computer Applications,8-9,True
STU000594,Female,B.Tech,Mechanical,9+,False
STU000595,Male,MBA,Operations,8-9,False
STU000596,Male,B.Tech,Computer Science,8-9,False
STU000597,Male,MCA,Computer Applications,7-8,False
STU000598,Male,B.Tech,Computer Science,7-8,True
STU000599,Male,B.Tech,Civil,<7,False
STU000600,Female,MBA,Finance,7-8,False
STU000601,Male,B.Tech,Information Technology,7-8,False
STU000602,Male,B.Tech,Civil,7-8,True
STU000603,Male,MCA,Computer Applications,7-8,False
STU000604,Male,MCA,Computer Applications,7-8,True
STU000605,Male,B.Tech,Computer Science,9+,False
STU000606,Male,MCA,Computer Applications,7-8,False
STU000607,Female,MBA,Operations,7-8,True
STU000608,Male,MCA,Computer Applications,8-9,True
STU000609,Male,MCA,Computer Applications,7-8,False
STU000610,Male,M.Tech,Computer Science,<7,True
STU000611,Male,MCA,Computer Applications,8-9,True
STU000612,Male,MCA,Computer Applications,8-9,False
STU000613,Male,MBA,Operations,8-9,True
STU000614,Male,MCA,Computer Applications,9+,True
STU000615,Male,M.Tech,VLSI,7-8,False
STU000616,Male,M.Tech,VLSI,7-8,False
STU000617,Male,B.Tech,Computer Science,<7,False
STU000618,Male,M.Tech,VLSI,7-8,True
STU000619,Male,MBA,Finance,7-8,False
STU000620,Male,M.Tech,Data Science,8-9,True
STU000621,Female,M.Tech,Data Science,<7,False
STU000622,Female,B.Tech,Information Technology,8-9,False
STU000623,Male,MBA,Operations,8-9,True
STU000624,Male,M.Tech,Data Science,8-9,False
STU000625,Female,MBA,Finance,<7,False
STU000626,Male,MBA,Marketing,8-9,False
STU000627,Female,MCA,Computer Applications,<7,True
STU000628,Female,MCA,Computer Applications,<7,False
STU000629,Female,M.Tech,Data Science,7-8,False
STU000630,Female,B.Tech,Civil,8-9,False
STU000631,Male,MCA,Computer Applications,7-8,False
STU000632,Male,MBA,Finance,8-9,False
STU000633,Female,MCA,Computer Applications,7-8,True
STU000634,Male,MBA,Finance,8-9,True
STU000635,Male,M.Tech,VLSI,8-9,False
STU000636,Male,B.Tech,Mechanical,8-9,True
STU000637,Female,B.Tech,Electronics,7-8,True
STU000638,Male,MCA,Computer Applications,8-9,True
STU000639,Male,MCA,Computer Applications,<7,False
STU000640,Male,B.Tech,Information Technology,9+,True
STU000641,Male,B.Tech,Civil,7-8,True
STU000642,Male,M.Tech,Data Science,<7,True
STU000643,Male,B.Tech,Mechanical,<7,True
STU000644,Male,B.Tech,Information Technology,7-8,True
STU000645,Female,B.Tech,Mechanical,8-9,True
STU000646,Male,B.Tech,Information Technology,<7,True
STU000647,Female,B.Tech,Mechanical,<7,False
STU000648,Male,MBA,Operations,7-8,False
STU000649,Male,B.Tech,Computer Science,7-8,True
STU000650,Male,MBA,Operations,8-9,False
STU000651,Male,MBA,Operations,8-9,False
STU000652,Female,MBA,Marketing,7-8,True
STU000653,Female,M.Tech,Computer Science,<7,False
STU000654,Male,B.Tech,Civil,7-8,True
STU000655,Male,MBA,Marketing,<7,True
STU000656,Female,B.Tech,Mechanical,<7,True
STU000657,Male,MCA,Computer Applications,<7,False
STU000658,Male,B.Tech,Information Technology,8-9,False
STU000659,Male,MCA,Computer Applications,7-8,True
STU000660,Male,M.Tech,VLSI,9+,True
STU000661,Female,MCA,Computer Applications,8-9,True
STU000662,Male,M.Tech,Computer Science,8-9,True
STU000663,Female,MBA,Finance,7-8,False
STU000664,Female,M.Tech,VLSI,<7,True
STU000665,Male,B.Tech,Mechanical,8-9,True
STU000666,Male,MCA,Computer Applications,7-8,False
STU000667,Male,M.Tech,Computer Science,<7,True
STU000668,Male,M.Tech,VLSI,8-9,False
STU000669,Male,B.Tech,Mechanical,7-8,False
STU000670,Male,MCA,Computer Applications,7-8,True
STU000671,Male,MBA,Finance,7-8,False
STU000672,Female,B.Tech,Electronics,8-9,True
STU000673,Female,MCA,Computer Applications,7-8,False
STU000674,Male,MCA,Computer Applications,7-8,True
STU000675,Female,M.Tech,VLSI,9+,False
STU000676,Female,B.Tech,Civil,7-8,True
STU000677,Male,MBA,Operations,8-9,False
STU000678,Male,M.Tech,Computer Science,<7,False
STU000679,Female,M.Tech,Computer Science,8-9,True
STU000680,Female,M.Tech,VLSI,8-9,False
STU000681,Male,M.Tech,VLSI,8-9,False
STU000682,Female,MCA,Computer Applications,7-8,False
STU000683,Female,MBA,Operations,8-9,True
STU000684,Male,M.Tech,Computer Science,8-9,False
STU000685,Female,M.Tech,Computer Science,9+,False
STU000686,Male,MCA,Computer Applications,9+,False
STU000687,Female,M.Tech,VLSI,<7,False
STU000688,Male,MBA,Finance,<7,False
STU000689,Male,B.Tech,Civil,8-9,True
STU000690,Male,M.Tech,VLSI,8-9,True
STU000691,Female,MBA,Finance,7-8,False
STU000692,Female,M.Tech,VLSI,8-9,True
STU000693,Male,MCA,Computer Applications,8-9,False
STU000694,Male,MCA,Computer Applications,8-9,True
STU000695,Female,B.Tech,Computer Science,8-9,False
STU000696,Male,MBA,Marketing,7-8,False
STU000697,Male,B.Tech,Electronics,8-9,True
STU000698,Male,MCA,Computer Applications,7-8,True
STU000699,Male,M.Tech,VLSI,7-8,True
STU000700,Female,M.Tech,Computer Science,7-8,True
STU000701,Male,MBA,Finance,8-9,True
STU000702,Female,MCA,Computer Applications,7-8,False
STU000703,Female,MBA,Operations,8-9,False
STU000704,Female,MBA,Operations,8-9,True
STU000705,Female,M.Tech,Computer Science,<7,False
STU000706,Male,MBA,Marketing,7-8,False
STU000707,Female,MBA,Operations,7-8,True
STU000708,Male,B.Tech,Computer Science,7-8,False
STU000709,Male,B.Tech,Electronics,8-9,False
STU000710,Male,MBA,Marketing,<7,False
STU000711,Female,MCA,Computer Applications,7-8,False
STU000712,Female,B.Tech,Mechanical,7-8,True
STU000713,Male,MBA,Operations,8-9,False
STU000714,Female,B.Tech,Information Technology,9+,False
STU000715,Male,MCA,Computer Applications,7-8,False
STU000716,Male,B.Tech,Electronics,8-9,False
STU000717,Male,M.Tech,Data Science,7-8,False
STU000718,Female,MCA,Computer Applications,9+,True
STU000719,Male,MCA,Computer Applications,8-9,False
STU000720,Male,B.Tech,Information Technology,7-8,True
STU000721,Female,MBA,Marketing,7-8,False
STU000722,Female,B.Tech,Mechanical,<7,False
STU000723,Male,B.Tech,Electronics,8-9,False
STU000724,Male,MBA,Marketing,8-9,False
STU000725,Male,MBA,Operations,7-8,False
STU000726,Female,M.Tech,Data Science,8-9,False
STU000727,Male,M.Tech,Data Science,9+,True
STU000728,Male,MCA,Computer Applications,8-9,True
STU000729,Male,B.Tech,Information Technology,<7,False
STU000730,Male,MBA,Operations,8-9,False
STU000731,Female,M.Tech,Data Science,7-8,True
STU000732,Female,M.Tech,Data Science,<7,True
STU000733,Female,M.Tech,Computer Science,9+,True
STU000734,Female,B.Tech,Mechanical,8-9,True
STU000735,Female,MBA,Operations,7-8,False
STU000736,Male,M.Tech,Computer Science,9+,True
STU000737,Female,B.Tech,Information Technology,7-8,True
STU000738,Female,MBA,Operations,8-9,False
STU000739,Male,B.Tech,Information Technology,8-9,True
STU000740,Female,MBA,Marketing,<7,False
STU000741,Male,M.Tech,Data Science,7-8,True
STU000742,Female,B.Tech,Civil,7-8,True
STU000743,Female,B.Tech,Civil,<7,False
STU000744,Male,MBA,Operations,9+,False
STU000745,Female,MBA,Finance,8-9,True
STU000746,Female,B.Tech,Information Technology,<7,False
STU000747,Female,B.Tech,Mechanical,8-9,False
STU000748,Female,B.Tech,Computer Science,8-9,False
STU000749,Male,M.Tech,Computer Science,7-8,False
STU000750,Male,MBA,Finance,7-8,False
STU000751,Male,M.Tech,VLSI,8-9,True
STU000752,Female,M.Tech,Data Science,7-8,False
STU000753,Male,MCA,Computer Applications,9+,True
STU000754,Female,MBA,Operations,7-8,True
STU000755,Male,M.Tech,Data Science,8-9,False
STU000756,Female,B.Tech,Information Technology,8-9,False
STU000757,Male,MBA,Operations,<7,True
STU000758,Male,M.Tech,VLSI,7-8,False
STU000759,Female,B.Tech,Mechanical,8-9,False
STU000760,Female,MCA,Computer Applications,7-8,True
STU000761,Male,M.Tech,Computer Science,8-9,False
STU000762,Female,MBA,Operations,7-8,True
STU000763,Male,M.Tech,Data Science,9+,True
STU000764,Male,B.Tech,Electronics,<7,False
STU000765,Male,B.Tech,Mechanical,8-9,True
STU000766,Male,MCA,Computer Applications,8-9,True
STU000767,Female,MCA,Computer Applications,9+,True
STU000768,Female,M.Tech,Data Science,8-9,False
STU000769,Male,MCA,Computer Applications,8-9,False
STU000770,Female,B.Tech,Electronics,8-9,True
STU000771,Female,B.Tech,Electronics,9+,False
STU000772,Female,B.Tech,Computer Science,7-8,True
STU000773,Male,M.Tech,VLSI,<7,False
STU000774,Male,B.Tech,Mechanical,<7,True
STU000775,Male,B.Tech,Computer Science,8-9,False
STU000776,Male,B.Tech,Information Technology,8-9,False
STU000777,Female,MBA,Finance,<7,False
STU000778,Female,B.Tech,Civil,8-9,False
STU000779,Male,MCA,Computer Applications,8-9,True
STU000780,Male,B.Tech,Computer Science,7-8,False
STU000781,Male,MCA,Computer Applications,7-8,False
STU000782,Male,MCA,Computer Applications,7-8,False
STU000783,Male,MBA,Finance,8-9,True
STU000784,Male,M.Tech,VLSI,7-8,True
STU000785,Male,M.Tech,VLSI,8-9,False
STU000786,Male,MBA,Finance,7-8,False
STU000787,Male,MBA,Finance,<7,False
STU000788,Female,B.Tech,Mechanical,<7,False
STU000789,Male,MCA,Computer Applications,9+,False
STU000790,Male,B.Tech,Electronics,7-8,False
STU000791,Male,B.Tech,Mechanical,7-8,False
STU000792,Male,M.Tech,Computer Science,<7,False
STU000793,Male,MBA,Marketing,8-9,False
STU000794,Male,B.Tech,Mechanical,8-9,True
STU000795,Female,MCA,Computer Applications,7-8,True
STU000796,Male,MBA,Marketing,8-9,False
STU000797,Male,B.Tech,Electronics,8-9,True
STU000798,Male,M.Tech,VLSI,9+,True
STU000799,Female,MBA,Operations,8-9,True
STU000800,Male,M.Tech,Computer Science,8-9,False
STU000801,Male,B.Tech,Computer Science,7-8,False
STU000802,Male,M.Tech,VLSI,7-8,False
STU000803,Female,B.Tech,Computer Science,<7,False
STU000804,Male,M.Tech,Computer Science,7-8,False
STU000805,Male,MBA,Finance,8-9,False
STU000806,Male,B.Tech,Mechanical,7-8,True
STU000807,Male,M.Tech,Data Science,7-8,False
STU000808,Male,B.Tech,Mechanical,8-9,False
STU000809,Male,B.Tech,Electronics,7-8,False
STU000810,Male,MBA,Operations,9+,True
STU000811,Male,M.Tech,Computer Science,<7,True
STU000812,Female,B.Tech,Civil,7-8,False
STU000813,Male,M.Tech,Data Science,7-8,True
STU000814,Male,B.Tech,Mechanical,9+,False
STU000815,Female,M.Tech,Data Science,7-8,True
STU000816,Female,B.Tech,Civil,8-9,False
STU000817,Female,MCA,Computer Applications,<7,False
STU000818,Male,M.Tech,Data Science,<7,False
STU000819,Male,MCA,Computer Applications,8-9,False
STU000820,Female,B.Tech,Mechanical,7-8,False
STU000821,Male,M.Tech,Computer Science,8-9,False
STU000822,Male,MCA,Computer Applications,9+,False
STU000823,Female,M.Tech,Computer Science,7-8,True
STU000824,Female,MBA,Marketing,8-9,False
STU000825,Male,MBA,Marketing,9+,False
STU000826,Male,M.Tech,Data Science,7-8,False
STU000827,Male,B.Tech,Mechanical,8-9,False
STU000828,Female,B.Tech,Civil,8-9,True
STU000829,Male,MCA,Computer Applications,7-8,False
STU000830,Male,MCA,Computer Applications,9+,True
STU000831,Male,B.Tech,Mechanical,7-8,False
STU000832,Male,B.Tech,Information Technology,8-9,True
STU000833,Male,M.Tech,VLSI,8-9,False
STU000834,Male,B.Tech,Information Technology,8-9,False
STU000835,Male,M.Tech,Computer Science,<7,False
STU000836,Male,B.Tech,Electronics,<7,False
STU000837,Female,M.Tech,Data Science,<7,True
STU000838,Male,MBA,Marketing,<7,False
STU000839,Female,M.Tech,Computer Science,8-9,True
STU000840,Male,M.Tech,VLSI,7-8,True
STU000841,Male,B.Tech,Mechanical,<7,True
STU000842,Male,MCA,Computer Applications,7-8,True
STU000843,Male,M.Tech,VLSI,7-8,True
STU000844,Female,MCA,Computer Applications,8-9,False
STU000845,Male,MBA,Marketing,9+,True
STU000846,Male,M.Tech,Data Science,7-8,False
STU000847,Female,MCA,Computer Applications,9+,False
STU000848,Female,M.Tech,Computer Science,8-9,False
STU000849,Male,MBA,Marketing,<7,True
STU000850,Female,MCA,Computer Applications,8-9,False
STU000851,Male,B.Tech,Civil,9+,True
STU000852,Female,M.Tech,Data Science,8-9,False
STU000853,Male,B.Tech,Information Technology,8-9,False
STU000854,Female,MBA,Marketing,7-8,False
STU000855,Male,B.Tech,Computer Science,8-9,False
STU000856,Female,MCA,Computer Applications,7-8,True
STU000857,Male,B.Tech,Civil,8-9,True
STU000858,Male,MCA,Computer Applications,<7,True
STU000859,Female,MCA,Computer Applications,7-8,True
STU000860,Female,B.Tech,Mechanical,<7,False
STU000861,Female,M.Tech,Data Science,8-9,True
STU000862,Male,M.Tech,VLSI,8-9,False
STU000863,Male,MBA,Marketing,7-8,False
STU000864,Male,MCA,Computer Applications,7-8,False
STU000865,Male,MCA,Computer Applications,<7,True
STU000866,Male,MBA,Marketing,8-9,False
STU000867,Male,B.Tech,Electronics,8-9,False
STU000868,Male,MCA,Computer Applications,7-8,True
STU000869,Female,M.Tech,VLSI,9+,False
STU000870,Female,MCA,Computer Applications,8-9,True
STU000871,Male,MBA,Marketing,8-9,False
STU000872,Male,B.Tech,Electronics,8-9,True
STU000873,Female,B.Tech,Mechanical,8-9,False
STU000874,Female,B.Tech,Computer Science,7-8,False
STU000875,Male,MBA,Finance,8-9,False
STU000876,Female,M.Tech,Computer Science,8-9,True
STU000877,Male,MCA,Computer Applications,8-9,False
STU000878,Female,MCA,Computer Applications,7-8,False
STU000879,Female,B.Tech,Mechanical,<7,False
STU000880,Male,MCA,Computer Applications,7-8,False
STU000881,Male,MCA,Computer Applications,7-8,False
STU000882,Male,MBA,Marketing,8-9,False
STU000883,Male,MCA,Computer Applications,<7,False
STU000884,Female,MCA,Computer Applications,7-8,False
STU000885,Male,B.Tech,Electronics,7-8,True
STU000886,Male,B.Tech,Mechanical,7-8,False
STU000887,Female,B.Tech,Computer Science,7-8,True
STU000888,Male,MBA,Marketing,<7,False
STU000889,Male,MBA,Marketing,<7,False
STU000890,Female,B.Tech,Electronics,9+,True
STU000891,Male,MBA,Marketing,8-9,False
STU000892,Male,M.Tech,Computer Science,8-9,False
STU000893,Male,MBA,Marketing,8-9,False
STU000894,Male,B.Tech,Information Technology,9+,True
STU000895,Male,MBA,Finance,7-8,True
STU000896,Male,MBA,Marketing,9+,False
STU000897,Male,MBA,Finance,<7,False
STU000898,Female,MCA,Computer Applications,8-9,False
STU000899,Male,M.Tech,Computer Science,<7,True
STU000900,Male,MCA,Computer Applications,7-8,False
STU000901,Male,MBA,Marketing,8-9,True
STU000902,Female,B.Tech,Electronics,<7,False
STU000903,Female,B.Tech,Computer Science,<7,False
STU000904,Male,B.Tech,Information Technology,8-9,False
STU000905,Female,M.Tech,Computer Science,<7,True
STU000906,Male,M.Tech,VLSI,7-8,False
STU000907,Male,B.Tech,Mechanical,9+,False
STU000908,Female,M.Tech,VLSI,7-8,False
STU000909,Male,MCA,Computer Applications,8-9,False
STU000910,Male,MBA,Finance,8-9,False
STU000911,Female,M.Tech,Data Science,7-8,True
STU000912,Female,MCA,Computer Applications,8-9,False
STU000913,Female,MBA,Marketing,7-8,False
STU000914,Female,MBA,Finance,8-9,False
STU000915,Male,M.Tech,VLSI,7-8,True
STU000916,Male,B.Tech,Electronics,8-9,False
STU000917,Male,B.Tech,Information Technology,<7,False
STU000918,Female,MCA,Computer Applications,<7,False
STU000919,Male,MCA,Computer Applications,<7,False
STU000920,Female,MCA,Computer Applications,7-8,True
STU000921,Male,M.Tech,Computer Science,7-8,False
STU000922,Female,MCA,Computer Applications,7-8,False
STU000923,Female,MCA,Computer Applications,8-9,False
STU000924,Female,MBA,Operations,9+,True
STU000925,Female,MCA,Computer Applications,<7,False
STU000926,Female,MCA,Computer Applications,7-8,False
STU000927,Female,B.Tech,Civil,8-9,True
STU000928,Female,MBA,Marketing,8-9,False
STU000929,Male,B.Tech,Mechanical,8-9,False
STU000930,Female,B.Tech,Civil,7-8,False
STU000931,Male,MBA,Operations,8-9,False
STU000932,Female,MBA,Finance,8-9,True
STU000933,Female,MBA,Finance,7-8,False
STU000934,Female,MBA,Marketing,7-8,True
STU000935,Male,MBA,Marketing,7-8,False
STU000936,Female,MCA,Computer Applications,8-9,True
STU000937,Female,MBA,Operations,7-8,True
STU000938,Female,MCA,Computer Applications,8-9,True
STU000939,Male,MCA,Computer Applications,<7,True
STU000940,Male,M.Tech,Data Science,7-8,False
STU000941,Male,MCA,Computer Applications,9+,True
STU000942,Male,MBA,Finance,<7,False
STU000943,Female,MBA,Finance,8-9,False
STU000944,Male,B.Tech,Civil,7-8,True
STU000945,Female,B.Tech,Civil,<7,True
STU000946,Female,MCA,Computer Applications,7-8,False
STU000947,Male,MCA,Computer Applications,8-9,True
STU000948,Male,MBA,Marketing,9+,False
STU000949,Male,MBA,Finance,7-8,True
STU000950,Female,MCA,Computer Applications,8-9,True
STU000951,Female,MBA,Marketing,7-8,False
STU000952,Male,M.Tech,Computer Science,7-8,True
STU000953,Male,MBA,Finance,7-8,False
STU000954,Male,MBA,Marketing,8-9,True
STU000955,Male,MBA,Operations,7-8,False
STU000956,Male,MBA,Operations,8-9,True
STU000957,Male,B.Tech,Mechanical,8-9,False
STU000958,Male,MCA,Computer Applications,9+,True
STU000959,Male,M.Tech,Data Science,7-8,False
STU000960,Female,M.Tech,Data Science,7-8,True
STU000961,Female,MCA,Computer Applications,8-9,False
STU000962,Female,B.Tech,Civil,7-8,True
STU000963,Male,MCA,Computer Applications,8-9,True
STU000964,Male,MBA,Marketing,7-8,False
STU000965,Male,M.Tech,VLSI,<7,False
STU000966,Male,B.Tech,Information Technology,<7,True
STU000967,Male,B.Tech,Mechanical,9+,False
STU000968,Male,MBA,Finance,9+,True
STU000969,Female,MBA,Marketing,7-8,True
STU000970,Male,M.Tech,Data Science,7-8,False
STU000971,Male,MCA,Computer Applications,7-8,True
STU000972,Female,MBA,Finance,8-9,False
STU000973,Male,MBA,Marketing,8-9,True
STU000974,Male,MBA,Finance,9+,True
STU000975,Male,B.Tech,Mechanical,9+,False
STU000976,Male,MCA,Computer Applications,<7,False
STU000977,Male,B.Tech,Mechanical,<7,False
STU000978,Female,M.Tech,VLSI,7-8,True
STU000979,Male,M.Tech,VLSI,7-8,False
STU000980,Male,MBA,Marketing,8-9,False
STU000981,Male,MBA,Finance,<7,True
STU000982,Female,B.Tech,Information Technology,8-9,True
STU000983,Female,MCA,Computer Applications,7-8,False
STU000984,Male,M.Tech,Data Science,7-8,True
STU000985,Male,M.Tech,Computer Science,8-9,True
STU000986,Female,B.Tech,Computer Science,<7,False
STU000987,Male,MCA,Computer Applications,7-8,True
STU000988,Female,B.Tech,Mechanical,8-9,False
STU000989,Male,M.Tech,Data Science,7-8,True
STU000990,Female,B.Tech,Civil,<7,False
STU000991,Female,M.Tech,Data Science,8-9,False
STU000992,Female,B.Tech,Information Technology,<7,True
STU000993,Male,B.Tech,Civil,9+,True
STU000994,Male,MBA,Marketing,7-8,True
STU000995,Male,B.Tech,Computer Science,8-9,True
STU000996,Male,MCA,Computer Applications,8-9,False
STU000997,Male,MCA,Computer Applications,7-8,False
STU000998,Male,M.Tech,Data Science,7-8,True
STU000999,Male,M.Tech,Data Science,8-9,False
STU001000,Male,B.Tech,Computer Science,7-8,True
STU001001,Female,MCA,Computer Applications,8-9,False
STU001002,Male,MCA,Computer Applications,<7,True
STU001003,Male,M.Tech,Computer Science,<7,False
STU001004,Male,MBA,Finance,8-9,False
STU001005,Male,MBA,Operations,7-8,True
STU001006,Male,MBA,Finance,7-8,False
